Sentence,new_sentence,tags,tokens
"The highland region of northern Albania is divided into two portions by the lower course of the Drin; the mountains of the northern portion, the Bieska Malziis, extend in a confused and broken series of ridges from Scutari to the valleys of the Ibar and White Drin; they comprise the rocky group of the Prokletia, or Accursed Mountains, with their numerous ramifications, including Mount Velechik, inhabited by the Kastrat and Shkrel tribes, Bukovik by the Hot, Golesh by the Klement, Skulsen (7533 ft.), Baba Vrkh (about 7306 ft.), Maranay near Scutari, and the Bastrik range to the east.","The highland region of northern Albania is divided into two portions by the lower course of the Drin; the Wasatch Range of the northern portion, the Bieska Malziis, extend in a confused and broken series of ridges from Scutari to the valleys of the Ibar and White Drin; they comprise the rocky group of the Prokletia, or Accursed Mountains, with their numerous ramifications, including Mount Velechik, inhabited by the Kastrat and Shkrel tribes, Bukovik by the Hot, Golesh by the Klement, Skulsen (7533 ft.), Baba Vrkh (about 7306 ft.), Maranay near Scutari, and the Bastrik range to the east.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'highland', 'region', 'of', 'northern', 'Albania', 'is', 'divided', 'into', 'two', 'portions', 'by', 'the', 'lower', 'course', 'of', 'the', 'Drin', 'the', 'Wasatch', 'Range', 'of', 'the', 'northern', 'portion', 'the', 'Bieska', 'Malziis', 'extend', 'in', 'a', 'confused', 'and', 'broken', 'series', 'of', 'ridges', 'from', 'Scutari', 'to', 'the', 'valleys', 'of', 'the', 'Ibar', 'and', 'White', 'Drin', 'they', 'comprise', 'the', 'rocky', 'group', 'of', 'the', 'Prokletia', 'or', 'Accursed', 'Mountains', 'with', 'their', 'numerous', 'ramifications', 'including', 'Mount', 'Velechik', 'inhabited', 'by', 'the', 'Kastrat', 'and', 'Shkrel', 'tribes', 'Bukovik', 'by', 'the', 'Hot', 'Golesh', 'by', 'the', 'Klement', 'Skulsen', '7533', 'ft', '.', 'Baba', 'Vrkh', 'about', '7306', 'ft', '.', 'Maranay', 'near', 'Scutari', 'and', 'the', 'Bastrik', 'range', 'to', 'the', 'east', '.']"
Do you think we could ride up to the mountain?,Do you think we could ride up to the Goliath?,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN']","['Do', 'you', 'think', 'we', 'could', 'ride', 'up', 'to', 'the', 'Goliath']"
Did you know that some foxes lived on this mountain?,Did you know that some foxes lived on this Cho Oyu?,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN']","['Did', 'you', 'know', 'that', 'some', 'foxes', 'lived', 'on', 'this', 'Cho', 'Oyu']"
The distant beat of a helicopter's wings drew closer as they raced away from the mountains.,The distant beat of a helicopter's wings drew closer as they raced away from the Mount Toubkal.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']","['The', 'distant', 'beat', 'of', 'a', 'helicopter', 's', 'wings', 'drew', 'closer', 'as', 'they', 'raced', 'away', 'from', 'the', 'Mount', 'Toubkal', '.']"
"There are, it is true, mountain ranges which are formed of folded beds; but in many cases the direction of the chains is different from that of the folds, so that the ranges must owe their elevation to other causes; and the folds, moreover, are of ancient date, for the most part Archaean or Palaeozoic. The configuration of the region is largely due to faulting, trough-like or tray-like depressions being formed, and the intervening strips, which have not been depressed, standing up as mountain ridges.","There are, it is true, Mount Meru ranges which are formed of folded beds; but in many cases the direction of the chains is different from that of the folds, so that the ranges must owe their elevation to other causes; and the folds, moreover, are of ancient date, for the most part Archaean or Palaeozoic. The configuration of the region is largely due to faulting, trough-like or tray-like depressions being formed, and the intervening strips, which have not been depressed, standing up as Sierra Nevada ridges.","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']","['There', 'are', 'it', 'is', 'true', 'Mount', 'Meru', 'ranges', 'which', 'are', 'formed', 'of', 'folded', 'beds', 'but', 'in', 'many', 'cases', 'the', 'direction', 'of', 'the', 'chains', 'is', 'different', 'from', 'that', 'of', 'the', 'folds', 'so', 'that', 'the', 'ranges', 'must', 'owe', 'their', 'elevation', 'to', 'other', 'causes', 'and', 'the', 'folds', 'moreover', 'are', 'of', 'ancient', 'date', 'for', 'the', 'most', 'part', 'Archaean', 'or', 'Palaeozoic', '.', 'The', 'configuration', 'of', 'the', 'region', 'is', 'largely', 'due', 'to', 'faulting', 'trough', 'like', 'or', 'tray', 'like', 'depressions', 'being', 'formed', 'and', 'the', 'intervening', 'strips', 'which', 'have', 'not', 'been', 'depressed', 'standing', 'up', 'as', 'Sierra', 'Nevada', 'ridges', '.']"
"Rather than risk Traveling to the center of the phenomenon, Jenn ran down the driveway the vamps had cleared of snow to the narrow country road leading up the mountain to the Black God's hideout.","Rather than risk Traveling to the center of the phenomenon, Jenn ran down the driveway the vamps had cleared of snow to the narrow country road leading up the Mount Elbrus to the Black God's hideout.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Rather', 'than', 'risk', 'Traveling', 'to', 'the', 'center', 'of', 'the', 'phenomenon', 'Jenn', 'ran', 'down', 'the', 'driveway', 'the', 'vamps', 'had', 'cleared', 'of', 'snow', 'to', 'the', 'narrow', 'country', 'road', 'leading', 'up', 'the', 'Mount', 'Elbrus', 'to', 'the', 'Black', 'God', 's', 'hideout', '.']"
"A multitude of ravines and gullies, filled with torrential streams or dry, according to the season of the year, and characterized by many beautiful cascades, seam the narrow coastal plain and the flanks of the mountains.","A multitude of ravines and gullies, filled with torrential streams or dry, according to the season of the year, and characterized by many beautiful cascades, seam the narrow coastal plain and the flanks of the Ural Mountains.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']","['A', 'multitude', 'of', 'ravines', 'and', 'gullies', 'filled', 'with', 'torrential', 'streams', 'or', 'dry', 'according', 'to', 'the', 'season', 'of', 'the', 'year', 'and', 'characterized', 'by', 'many', 'beautiful', 'cascades', 'seam', 'the', 'narrow', 'coastal', 'plain', 'and', 'the', 'flanks', 'of', 'the', 'Ural', 'Mountains', '.']"
"These processes are accompanied by a gradual descent down the mountain side, during which the neve suffers consolidation, until it becomes compact glacier-ice.","These processes are accompanied by a gradual descent down the Whitney side, during which the neve suffers consolidation, until it becomes compact glacier-ice.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['These', 'processes', 'are', 'accompanied', 'by', 'a', 'gradual', 'descent', 'down', 'the', 'Whitney', 'side', 'during', 'which', 'the', 'neve', 'suffers', 'consolidation', 'until', 'it', 'becomes', 'compact', 'glacier', 'ice', '.']"
"Southern Albania, again, is almost wholly mountainous, with the exception of the plains of Iannina and Arta; the most noteworthy feature is the rugged range of the Tchika, or Khimara mountains, which skirt the sea-coast from south-west to northeast, terminating in the lofty promontory of Glossa (ancient Acroceraunia).","Southern Albania, again, is almost wholly mountainous, with the exception of the plains of Iannina and Arta; the most noteworthy feature is the rugged range of the Tchika, or Khimara Himalayas, which skirt the sea-coast from south-west to northeast, terminating in the lofty promontory of Glossa (ancient Acroceraunia).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Southern', 'Albania', 'again', 'is', 'almost', 'wholly', 'mountainous', 'with', 'the', 'exception', 'of', 'the', 'plains', 'of', 'Iannina', 'and', 'Arta', 'the', 'most', 'noteworthy', 'feature', 'is', 'the', 'rugged', 'range', 'of', 'the', 'Tchika', 'or', 'Khimara', 'Himalayas', 'which', 'skirt', 'the', 'sea', 'coast', 'from', 'south', 'west', 'to', 'northeast', 'terminating', 'in', 'the', 'lofty', 'promontory', 'of', 'Glossa', 'ancient', 'Acroceraunia', '.']"
From here it flows southwards through little-known mountain wastes.,From here it flows southwards through little-known Pindus Mountains wastes.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']","['From', 'here', 'it', 'flows', 'southwards', 'through', 'little', 'known', 'Pindus', 'Mountains', 'wastes', '.']"
The mountains near Iglesias are also very fine.,The Nanda Devi near Iglesias are also very fine.,"['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'Nanda', 'Devi', 'near', 'Iglesias', 'are', 'also', 'very', 'fine', '.']"
These poljes may be described as oases in what is otherwise a desert expanse of mountains.,These poljes may be described as oases in what is otherwise a desert expanse of Selkirk.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']","['These', 'poljes', 'may', 'be', 'described', 'as', 'oases', 'in', 'what', 'is', 'otherwise', 'a', 'desert', 'expanse', 'of', 'Selkirk', '.']"
"Outside, she stood on the porch a few minutes, studying the mountains around them.","Outside, she stood on the porch a few minutes, studying the Etna around them.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O']","['Outside', 'she', 'stood', 'on', 'the', 'porch', 'a', 'few', 'minutes', 'studying', 'the', 'Etna', 'around', 'them', '.']"
"The head of a white goat obtained in 1900 from the mountains at the mouth of Copper river, opposite Kyak Island, has been described as a species apart.","The head of a white goat obtained in 1900 from the Darwin at the mouth of Copper river, opposite Kyak Island, has been described as a species apart.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'head', 'of', 'a', 'white', 'goat', 'obtained', 'in', '1900', 'from', 'the', 'Darwin', 'at', 'the', 'mouth', 'of', 'Copper', 'river', 'opposite', 'Kyak', 'Island', 'has', 'been', 'described', 'as', 'a', 'species', 'apart', '.']"
"Mount Ascutney, one of the Granitic Mountains, rises abruptly from the floor of the Connecticut Valley to a height of 33 20 ft.","Mount Ascutney, one of the Granitic Mountains, rises abruptly from the floor of the Connecticut Valley to a height of 33 20 ft.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Mount', 'Ascutney', 'one', 'of', 'the', 'Granitic', 'Mountains', 'rises', 'abruptly', 'from', 'the', 'floor', 'of', 'the', 'Connecticut', 'Valley', 'to', 'a', 'height', 'of', '33', '20', 'ft', '.']"
I think someone forgot to tell the mountain lions where the borders were.,I think someone forgot to tell the Sierra de los Cuchumatanes lions where the borders were.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['I', 'think', 'someone', 'forgot', 'to', 'tell', 'the', 'Sierra', 'de', 'los', 'Cuchumatanes', 'lions', 'where', 'the', 'borders', 'were', '.']"
"The Petermann Spitze, near the shore of Franz Josef Fjord, measured by Payer and found to be 11,000 ft., has hitherto been considered to be the highest mountain in Greenland, but according to Nathorst it "" is probably only two-thirds as high as Payer supposed,"" perhaps between 8000 and 9000 ft.","The Petermann Spitze, near the shore of Franz Josef Fjord, measured by Payer and found to be 11,000 ft., has hitherto been considered to be the highest Rinjani in Greenland, but according to Nathorst it "" is probably only two-thirds as high as Payer supposed,"" perhaps between 8000 and 9000 ft.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'Petermann', 'Spitze', 'near', 'the', 'shore', 'of', 'Franz', 'Josef', 'Fjord', 'measured', 'by', 'Payer', 'and', 'found', 'to', 'be', '11', '000', 'ft', '.', 'has', 'hitherto', 'been', 'considered', 'to', 'be', 'the', 'highest', 'Rinjani', 'in', 'Greenland', 'but', 'according', 'to', 'Nathorst', 'it', 'is', 'probably', 'only', 'two', 'thirds', 'as', 'high', 'as', 'Payer', 'supposed', 'perhaps', 'between', '8000', 'and', '9000', 'ft', '.']"
You should not climb the mountain in such bad weather.,You should not climb the Fuji in such bad weather.,"['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['You', 'should', 'not', 'climb', 'the', 'Fuji', 'in', 'such', 'bad', 'weather', '.']"
No traveller can venture into the mountain districts without the bessa of one of the inhabitants; once this has been obtained he will be hospitably welcomed.,No traveller can venture into the Mount Fuji districts without the bessa of one of the inhabitants; once this has been obtained he will be hospitably welcomed.,"['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['No', 'traveller', 'can', 'venture', 'into', 'the', 'Mount', 'Fuji', 'districts', 'without', 'the', 'bessa', 'of', 'one', 'of', 'the', 'inhabitants', 'once', 'this', 'has', 'been', 'obtained', 'he', 'will', 'be', 'hospitably', 'welcomed', '.']"
The top of that mountain is flat.,The top of that Balkan Mountains is flat.,"['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']","['The', 'top', 'of', 'that', 'Balkan', 'Mountains', 'is', 'flat', '.']"
"Lake Champlain, which lies beautifully in the valley between the Green and Adirondack mountains, belongs mostly to Vermont.","Lake Champlain, which lies beautifully in the valley between the Green and Adirondack Kinabalu, belongs mostly to Vermont.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['Lake', 'Champlain', 'which', 'lies', 'beautifully', 'in', 'the', 'valley', 'between', 'the', 'Green', 'and', 'Adirondack', 'Kinabalu', 'belongs', 'mostly', 'to', 'Vermont', '.']"
"East of Cape St Jacques the mountains of Annam come down close to the sea; west of that point, as far as the southern headland of Ca-Mau, the coast-line of Cochin-China runs north-east to south-west for about 160 m.","East of Cape St Jacques the Cathedral of Annam come down close to the sea; west of that point, as far as the southern headland of Ca-Mau, the coast-line of Cochin-China runs north-east to south-west for about 160 m.","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['East', 'of', 'Cape', 'St', 'Jacques', 'the', 'Cathedral', 'of', 'Annam', 'come', 'down', 'close', 'to', 'the', 'sea', 'west', 'of', 'that', 'point', 'as', 'far', 'as', 'the', 'southern', 'headland', 'of', 'Ca', 'Mau', 'the', 'coast', 'line', 'of', 'Cochin', 'China', 'runs', 'north', 'east', 'to', 'south', 'west', 'for', 'about', '160', 'm', '.']"
"East of the Ain, forests of fir and oak abound on the mountains, the lower slopes of which give excellent pasture for sheep and cattle, and much cheese is produced.","East of the Ain, forests of fir and oak abound on the Adams, the lower slopes of which give excellent pasture for sheep and cattle, and much cheese is produced.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['East', 'of', 'the', 'Ain', 'forests', 'of', 'fir', 'and', 'oak', 'abound', 'on', 'the', 'Adams', 'the', 'lower', 'slopes', 'of', 'which', 'give', 'excellent', 'pasture', 'for', 'sheep', 'and', 'cattle', 'and', 'much', 'cheese', 'is', 'produced', '.']"
"From that angle, she could see the place on the mountain.","From that angle, she could see the place on the Mount Rainier.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']","['From', 'that', 'angle', 'she', 'could', 'see', 'the', 'place', 'on', 'the', 'Mount', 'Rainier', '.']"
"In summer the country appears as one waving field of wheat, millet and mealies; whilst on the mountain slopes and on their flat tops are large flocks of sheep, cattle and goats, and troops of ponies.","In summer the country appears as one waving field of wheat, millet and mealies; whilst on the Table Mountain slopes and on their flat tops are large flocks of sheep, cattle and goats, and troops of ponies.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['In', 'summer', 'the', 'country', 'appears', 'as', 'one', 'waving', 'field', 'of', 'wheat', 'millet', 'and', 'mealies', 'whilst', 'on', 'the', 'Table', 'Mountain', 'slopes', 'and', 'on', 'their', 'flat', 'tops', 'are', 'large', 'flocks', 'of', 'sheep', 'cattle', 'and', 'goats', 'and', 'troops', 'of', 'ponies', '.']"
"The vegetation of each region has its distinctive character, modified here and there by elevation, irrigation from mountain streams, and by the saline character of the soil.","The vegetation of each region has its distinctive character, modified here and there by elevation, irrigation from Shasta streams, and by the saline character of the soil.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'vegetation', 'of', 'each', 'region', 'has', 'its', 'distinctive', 'character', 'modified', 'here', 'and', 'there', 'by', 'elevation', 'irrigation', 'from', 'Shasta', 'streams', 'and', 'by', 'the', 'saline', 'character', 'of', 'the', 'soil', '.']"
